0.5028287,0.0046099024,0.027408186
0.50193816,0.0042464584,0.015958324
0.5047145,0.004227302,0.012575487
0.49821895,0.004262504,0.010322897
0.502462,0.004232492,0.0068357983
0.49926662,0.004465615,0.008359656
0.49769512,0.0042251176,0.006286869
0.50115246,0.0043208865,0.009718303
0.50120485,0.0043558665,0.019627813
0.50199056,0.0044215317,0.023727736
0.49449974,0.0043619764,0.026333729
0.49601886,0.0045031076,0.014119429
0.49727607,0.004142012,0.015911007
0.50162387,0.004383234,0.011410166
0.49596646,0.0042846664,0.019225018
0.50193816,0.0040973118,0.008812298
0.50429547,0.004234538,0.014974384
0.5075432,0.0044693793,0.01707932
0.5002095,0.00418823,0.013155363
0.49224725,0.004130578,0.018460883
0.5006286,0.0046182456,0.012900107
0.4999476,0.004380048,0.010877779
0.4977999,0.0046173856,0.01859023
0.4981142,0.0043737805,0.020611849
0.50167626,0.004259661,0.017652728
0.4999476,0.0042225732,0.020008972
0.49413306,0.004338186,0.022714779
0.49711892,0.00465544,0.014413391
0.49669984,0.0044435337,0.010373213
0.49151388,0.0043561338,0.007557401
0.49952856,0.004319214,0.0012940074
0.4984809,0.004466452,0.013901014
0.48868516,0.0042773145,0.014006063
0.49952856,0.0044896333,0.011829407
0.5039811,0.003939968,0.024403905
0.49785227,0.0040928703,0.0076830857
0.49518073,0.0044519063,0.019490827
0.49921426,0.0042662853,0.011961113
0.4904662,0.004167613,0.00536544
0.5012572,0.004349987,0.024440784
0.49580932,0.00442884,0.01988064
0.50183344,0.004038065,0.008339827
0.49764276,0.004039475,0.025215046
0.5075432,0.0045145843,0.016135283
0.49769512,0.0043767123,0.018850278
0.49523312,0.0046400274,0.019104071
0.4920901,0.0043414626,0.018707672
0.4958617,0.0043073436,0.0066353898
0.4996333,0.004439125,0.019758234
0.5067051,0.004105117,0.0073283017
0.5002095,0.003990528,0.01616685
0.49633315,0.0043233507,0.018644689
0.49717128,0.0044692853,0.026006078
0.5009953,0.0042222925,0.010461989
0.49910948,0.0043465127,0.012839299
0.49821895,0.0040537957,0.014048469
0.49905708,0.004324016,0.020673778
0.4943426,0.0043172715,0.014264613
0.49675223,0.004263219,0.007861717
0.49533787,0.004177356,0.03560608
0.4962808,0.004256369,0.013239963
0.50078577,0.0042972635,0.009938654
0.5001572,0.0042724446,0.01102906
0.49863803,0.004364572,0.028413108
0.50586694,0.0044387793,0.009790035
0.49659508,0.0043478976,0.00502648
0.4984809,0.0046978886,0.032655496
0.49759036,0.004318449,0.020761639
0.5044002,0.004564391,0.017272234
0.49863803,0.004447826,0.0059954287
0.49905708,0.004414225,0.011912942
0.49518073,0.004086942,0.028281188
0.50429547,0.004502503,0.020310419
0.5015715,0.004147233,0.017067567
0.50204295,0.00445657,0.0205159
0.5013096,0.0045230812,0.021245996
0.49947616,0.0044207578,0.014507951
0.50193816,0.00429262,0.021547385
0.500681,0.004396822,0.020926222
0.50518596,0.0044810665,0.0065457057
0.49853325,0.004391002,0.014039386
0.4984809,0.00451986,0.023668613
0.5022001,0.004683706,0.005988681
0.5030906,0.004293044,0.01116354
0.4962808,0.0043427157,0.014326318
0.49339968,0.004236182,0.021535639
0.5034573,0.0043961885,0.010401763
0.49832374,0.004216107,0.0070795594
0.4974856,0.0040769186,0.015227625
0.49486643,0.0043083876,0.017908746
0.502462,0.004538429,0.0296179
0.5,0.004377282,0.014775264
0.49575695,0.004150979,0.02759365
0.49800944,0.00440061,0.016652953
0.50576216,0.0041009854,0.007769517
0.49900472,0.0041642147,0.018930072
0.49638554,0.00438934,0.021671921
0.4977999,0.0043256385,0.01177847
0.50141436,0.004201378,0.019135822
0.4911472,0.0044132555,0.011894903
